Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
2692,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,M,20-29,3,1,A,M
2693,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,0-19,3,3,W;W;L,M;M;M
2694,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,M,20-29,3,2,W;L,M;M
2695,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,1,W,M
2696,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,U,U,34,3,W;L;L,M;M;M
2697,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,U,U,3,1,L,M
2698,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,3,1,L,M
2699,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,2,W;W,M;M
2700,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,N,L,M,37,2,1,L,M
2701,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,N,B,U,U,8,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
2702,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,0-19,3,1,B,M
2703,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,3,4,W;L;W;W,M;M;M;F
2704,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,17,11,1,L,M
2705,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,10,1,B,M
2706,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,10,1,B,M
2707,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,0-19,3,1,A,M
2708,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,8,1,W,M
2709,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,1,W,M
2710,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,27,14,2,U;W,M;F
2711,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,N,L,M,44,5,1,W,F
2712,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,17,16,1,W,M
2713,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,U,U,5,2,W;W,M;M
2714,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,U,U,5,2,W;W,M;M
2715,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,M,0-19,3,1,B,M
2716,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,50,21,3,L;L;L,M;M;M
2717,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,30-39,3,1,W,M
2718,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,M,0-19,3,1,W,M
2719,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,0-19,3,1,L,M
2720,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,23,5,2,B;B,M;M
2721,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,27,3,1,W,F
2722,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,W,U,U,6,1,W,M
2723,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,3,2,L;B,M;M
2724,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,1,W,M
2725,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,1,W,M
2726,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,L,M,30-39,4,1,W,M
2727,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,U,3,1,W,M
2728,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,50-59,2,1,L,M
2729,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,29,24,4,L;W;L;L,M;M;M;M
2730,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,U,U,3,1,W,M
2731,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20,24,6,B;L;B;B;W;W,M;F;M;M;M;M
2732,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,U,3,1,W,M
2733,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,U,B,M,20-29,3,1,B,F
2734,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,24,15,4,L;L;B;I,M;M;M;M
2735,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE,1,N,B,M,17,11,1,W,M
2736,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,1,1,B,M
2737,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,3,1,L,F
2738,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,2,B;W,M;M
2739,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,16,2,W;W,M;M
2740,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,U,U,U,16,2,W;W,M;M
2741,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,2,W;B,M;M
2742,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,2,W;B,M;M
2743,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,2,W;B,M;M
2744,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,30-39,1,1,W,M
2745,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,5,1,A,M
2746,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,30-39,2,2,W;L,M;M
2747,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,20-29,3,1,L,M
2748,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,M,21,3,1,B,M
2749,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,M,18,1,2,L;W,M;M
2750,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,L,U,U,1,1,A,M
2751,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,2,B;W,M;M
2752,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,28,8,1,L,M
2753,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,M,31,15,1,L,M
2754,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,4,W;L;L;W,M;M;M;M
2755,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,30,1,2,B;B,F;F
2756,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,7,2,W;W,M;F
2757,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,44,5,1,B,M
2758,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,7,1,B,M
2759,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,30-39,3,1,L,M
2760,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,1,1,A,M
2761,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,40-49,1,2,L;W,M;M
2762,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,3,B;L;B,M;M;M
2763,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,16,3,1,L,M
2764,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,W,M
2765,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,30-39,2,2,W;B,M;M
2766,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,6,2,B;B,M;M
2767,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,3,1,W,M
2768,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,40-49,3,1,W,M
2769,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,A,M
2770,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,F,20-29,3,1,W,M
2771,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,B,M
2772,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,0,NA,U
2773,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,10,1,L,M
2774,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,20-29,3,1,W,M
2775,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,30-39,1,1,W,M
2776,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,8,2,L;L,M;F
2777,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,15,11,1,B,M
2778,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,12,1,W,M
2779,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,W,M
2780,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,19,6,2,L;L,M;F
2781,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,2,W;W,M;M
2782,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,W,M
2783,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,3,W;W;L,M;M;M
2784,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,20-29,3,2,W;L,M;M
2785,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,L,M
2786,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,F,30-39,3,2,L;W,M;F
2787,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,B,M
2788,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,3,1,L,M
2789,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,56,9,2,W;W,M;M
2790,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,9,3,L;W;W,M;M;M
2791,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,U,U,9,3,L;W;W,M;M;M
2792,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,1,L,M
2793,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,0-19,3,1,B,M
2794,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,1,1,W,M
2795,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,U,U,5,1,L,M
2796,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,L,M
2797,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,U,U,8,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
2798,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,B,M
2799,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,N,B,M,20-29,1,2,W;L,M;M
2800,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,15,1,B,M
2801,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,1,L,M
2802,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,10,1,B,M
2803,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,W,M
2804,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,40-49,3,3,W;W;B,M;M;M
2805,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,A,M
2806,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,M,30-39,7,1,W,M
2807,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,30-39,3,2,W;L,M;M
2808,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,0-19,3,2,W;L,M;M
2809,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,2,L;W,M;M
2810,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,11,1,L,M
2811,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,50-59,2,1,W,M
2812,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,16,30,3,L;W;L,M;M;M
2813,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,M,27,14,2,U;W,M;F
2814,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,17,16,1,W,M
2815,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,U,U,6,1,B,M
2816,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,U,U,6,1,B,M
2817,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,0-19,3,1,W,M
2818,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,W,M
2819,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,W,M
2820,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,20-29,2,1,W,M
2821,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,10,1,L,M
2822,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,40-49,3,3,L;W;W,M;M;M
2823,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,L,M
2824,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,20-29,21,4,W;L;L;W,M;M;M;M
2825,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,27,3,1,W,F
2826,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,W,M
2827,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,U,U,3,2,L;B,M;M
2828,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,16,1,1,L,M
2829,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,2,1,L,M
2830,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,20-29,3,1,W,M
2831,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,13,6,1,B,M
2832,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,L,M,30-39,4,1,W,M
2833,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,44,6,1,W,M
2834,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,U,3,1,W,M
2835,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,0-19,3,1,A,M
2836,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,23,2,1,L,F
2837,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,U,U,29,5,L;L;L;B;W,M;M;M;M;M
2838,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,W,M,30-39,14,1,L,M
2839,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,Y,B,M,29,1,2,L;U,M;U
2840,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,B,M,28,2,2,W;A,M;M
2841,Chicago,shot,gun,26,M,B,IL,FALSE,attack,Foot,FALSE,1,U,A,U,U,3,2,B;B,M;M
2842,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,U,U,3,1,L,F
2843,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,17,16,2,B;B,M;M
2844,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,30-39,1,1,W,M
2845,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,L,M
2846,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,3,2,W;B,M;M
2847,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,17,1,1,B,M
2848,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,30-39,1,1,W,M
2849,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,5,1,A,M
2850,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,U,2,1,L,M
2851,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,N,B,M,21,3,1,B,M
2852,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,U,U,4,1,W,M
2853,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,U,U,U,3,4,NA,U
2854,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,28,8,1,L,M
2855,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,50-59,3,1,L,M
2856,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,50,8,4,B;B;B;B,M;M;M;M
2857,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,N,B,M,31,15,1,L,M
2858,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,2,W;W,M;M
2859,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,24,4,1,B,M
2860,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2861,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,7,1,B,M
2862,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,34,5,2,L;W,F;F
2863,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2864,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,46,1,1,B,F
2865,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,M,21,6,3,W;W;W,M;M;M
2866,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,15,2,1,W,M
2867,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,L,U,U,2,2,W;W,F;M
2868,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2869,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2870,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2871,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,0-19,3,1,B,M
2872,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,3,3,B;L;B,M;M;M
2873,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,M,27,22,2,L;A,M;M
2874,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,M,24,9,1,B,M
2875,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,50-59,10,2,W;W,M;M
2876,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,0-19,10,1,L,M
2877,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,N,B,U,U,3,2,B;B,F;F
2878,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,27,31,10,W;W;W;L;W;W;L;W;W;L,M;F;M;M;M;M;M;M;M;M
2879,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,24,19,1,B,M
2880,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,19,4,1,B,M
2881,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,21,3,L;W;W,M;M;M
2882,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,M,0-19,3,1,L,M
2883,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,9,2,W;W,M;M
2884,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2885,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,19,6,2,L;L,M;F
2886,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,30-39,2,1,W,M
2887,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2888,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,0-19,3,3,W;W;L,M;M;M
2889,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,M,20-29,3,2,W;L,M;M
2890,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,W,M
2891,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,F,30-39,3,2,L;W,M;F
2892,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,U,U,34,3,W;L;L,M;M;M
2893,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,U,U,3,1,L,M
2894,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,30-39,1,1,L,M
2895,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,U,U,9,3,L;W;W,M;M;M
2896,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,N,B,U,U,8,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M
2897,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,3,1,L,M
2898,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,U,U,10,1,B,M
2899,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,W,U,U,7,1,W,M
2900,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,M,20-29,4,1,W,M
2901,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,M,30-39,7,1,W,M
2902,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,5,1,L,M
2903,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,1,2,B;B,M;M
2904,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,20-29,7,2,W;W,M;M
2905,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,0-19,3,2,W;A,M;M
2906,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,U,U,5,2,W;W,M;M
2907,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,W,M,30-39,8,1,W,M
2908,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,B,M,18,8,2,B;B,M;F
2909,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,U,L,M,40-49,3,1,W,M
2910,Chicago,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE,1,Y,B,M,50,21,3,L;L;L,M;M;M
